ortholog	carb	flav	macro
o3487	TR55759-c0_g9_i2	TR25780-c0_g2_i2	TR28904-c1_g1_i2
o3488	TR60658-c0_g1_i1	TR48400-c0_g1_i1	TR8072-c1_g1_i1
o3489	TR5215-c0_g1_i4	TR5909-c3_g1_i1	TR32864-c1_g2_i1
o3490	TR14535-c0_g1_i1	Matched_to_other_by_FastOrtho	TR43325-c0_g1_i1
o3491	TR37771-c0_g3_i1	TR16792-c0_g1_i1	TR37160-c1_g1_i1
o3492	TR35729-c0_g1_i1	TR43527-c1_g1_i1	Matched_to_other_by_FastOrtho
o3493	TR17243-c0_g3_i2	TR9696-c0_g1_i2	TR7176-c1_g3_i1
o3494	TR7285-c0_g2_i1	TR584-c0_g2_i1	TR37155-c0_g1_i1
o3495	TR24750-c1_g2_i1	TR14177-c1_g1_i1	Matched_to_other_by_FastOrtho
o3496	TR48878-c1_g1_i2	TR40283-c0_g1_i1	TR37184-c0_g5_i2
o3497	TR29110-c1_g2_i2	TR20525-c0_g2_i1	TR2887-c0_g1_i1
o3498	TR55042-c0_g5_i1	TR2522-c0_g4_i2	TR37184-c0_g1_i1
o3499	TR3867-c1_g1_i1	TR30577-c0_g1_i1	TR6654-c1_g1_i1
o3500	TR49913-c2_g1_i2	TR1185-c0_g4_i3	TR37178-c0_g3_i1
o3501	TR40919-c0_g3_i1	TR31055-c3_g1_i1	TR7436-c1_g1_i1
o3502	TR14221-c0_g2_i1	TR17497-c0_g3_i1	TR39916-c1_g1_i1
o3503	Matched_to_other_by_FastOrtho	TR17920-c0_g2_i1	TR32143-c0_g1_i1
o3504	TR43038-c0_g1_i1	TR47017-c0_g1_i1	TR3214-c0_g1_i1
o3505	TR24793-c0_g1_i1	TR40379-c0_g1_i1	TR32175-c0_g1_i1
o3506	TR31869-c0_g1_i1	TR29816-c0_g1_i1	TR32154-c0_g1_i1
o3507	TR56705-c1_g2_i3	TR32668-c1_g2_i1	TR32210-c4_g2_i1
o3508	TR17507-c0_g1_i1	TR46059-c0_g1_i1	TR32210-c10_g2_i2
o3509	TR56410-c0_g5_i1	TR2795-c0_g7_i1	TR32227-c1_g2_i4
o3510	TR19959-c0_g1_i1	TR42641-c0_g2_i2	TR32213-c1_g2_i1
o3511	TR21230-c0_g1_i1	TR14557-c0_g1_i1	TR3229-c0_g1_i1
o3512	TR30948-c0_g4_i1	TR45705-c0_g2_i2	TR12533-c1_g1_i3
o3513	TR37712-c1_g1_i1	TR12057-c0_g1_i1	Matched_to_other_by_FastOrtho
o3514	TR42200-c1_g3_i1	TR18864-c0_g4_i1	TR12534-c1_g1_i1
o3515	TR4640-c0_g2_i2	TR8972-c1_g2_i1	TR28947-c0_g2_i1
o3516	TR42200-c1_g4_i2	TR18864-c0_g1_i3	TR12534-c1_g4_i2
o3517	TR48842-c0_g1_i2	TR31960-c0_g4_i1	Matched_to_other_by_FastOrtho
o3518	TR1900-c0_g1_i1	TR43680-c0_g3_i1	TR30131-c0_g2_i1
o3519	TR19858-c0_g1_i1	TR15146-c1_g2_i1	TR35208-c1_g3_i1
o3520	TR26703-c0_g5_i1	TR43230-c0_g3_i1	TR12559-c0_g1_i1
o3521	TR49006-c0_g1_i1	TR4686-c0_g1_i1	TR30082-c2_g1_i1
o3522	TR54905-c0_g2_i1	TR23420-c0_g3_i1	TR12498-c2_g3_i1
o3523	TR23742-c0_g1_i2	Matched_to_other_by_FastOrtho	TR30108-c0_g2_i1
o3524	TR48207-c1_g8_i1	TR10077-c0_g1_i1	TR30084-c1_g3_i2
o3525	TR49799-c0_g5_i1	TR33749-c0_g1_i1	TR30113-c0_g1_i1
o3526	TR18695-c1_g2_i1	TR47140-c20_g1_i1	TR3011-c1_g2_i1
o3527	TR1687-c0_g1_i1	TR29180-c0_g1_i1	TR30124-c0_g1_i1
o3528	TR54905-c0_g1_i1	TR23420-c0_g4_i1	TR12498-c2_g6_i1
o3529	TR29924-c0_g1_i1	TR39855-c0_g1_i1	TR38337-c1_g2_i1
o3530	TR49177-c1_g1_i1	TR17770-c0_g1_i1	TR38335-c0_g1_i1
o3531	TR46675-c0_g4_i1	TR9948-c0_g7_i1	TR8727-c0_g6_i1
o3532	TR43270-c0_g1_i4	TR8019-c0_g3_i2	TR12504-c0_g1_i1
o3533	Matched_to_other_by_FastOrtho	TR30093-c0_g1_i1	TR38266-c1_g2_i2
o3534	TR51415-c0_g8_i1	TR2702-c0_g5_i1	TR38265-c0_g2_i1
o3535	TR19369-c0_g1_i1	TR28992-c0_g1_i1	TR12510-c1_g2_i1
o3536	TR20185-c0_g1_i1	Matched_to_other_by_FastOrtho	TR38318-c0_g2_i2
o3537	TR14127-c1_g1_i1	TR48599-c0_g3_i1	TR38315-c0_g7_i1
o3538	TR30167-c7_g4_i3	TR7331-c0_g1_i1	TR38303-c0_g3_i1
o3539	TR48543-c0_g1_i1	TR49235-c0_g1_i1	TR10486-c0_g4_i1
o3540	TR18573-c1_g1_i1	TR30951-c0_g2_i1	TR46499-c1_g2_i1
o3541	TR60925-c0_g2_i1	TR11277-c1_g1_i1	TR35852-c2_g1_i1
o3542	TR60528-c0_g1_i1	TR1429-c0_g1_i1	TR46523-c0_g1_i1
o3543	TR29181-c0_g1_i2	TR2494-c0_g1_i1	TR6223-c0_g3_i1
o3544	TR28633-c0_g1_i1	TR50031-c0_g2_i1	TR41958-c0_g1_i1
o3545	TR49119-c0_g8_i1	Matched_to_other_by_FastOrtho	TR33311-c0_g1_i1
o3546	TR35859-c0_g2_i1	TR16036-c0_g2_i1	TR33308-c0_g1_i1
o3547	TR51968-c0_g2_i1	TR39015-c0_g1_i1	TR34576-c0_g1_i1
o3548	TR3400-c0_g1_i2	TR33220-c0_g5_i2	TR34575-c0_g1_i1
o3549	Matched_to_other_by_FastOrtho	TR49126-c0_g1_i1	TR3325-c1_g1_i1
o3550	TR30535-c0_g2_i1	TR51285-c0_g1_i1	TR33300-c0_g3_i1
o3551	TR35034-c1_g3_i4	TR35173-c0_g1_i2	TR33198-c1_g5_i1
o3552	TR23756-c1_g1_i1	TR38373-c0_g1_i1	TR33210-c1_g1_i1
o3553	TR35034-c1_g2_i1	TR35173-c1_g3_i1	TR33198-c1_g8_i1
o3554	TR55077-c0_g1_i1	TR10266-c0_g2_i1	TR31240-c5_g1_i1
o3555	TR44428-c0_g3_i1	TR39276-c0_g2_i3	TR13306-c0_g4_i1
o3556	TR32758-c1_g1_i1	TR47746-c0_g4_i3	TR31257-c2_g16_i1
o3557	TR45229-c0_g1_i1	TR28274-c1_g2_i1	TR3125-c0_g1_i1
o3558	TR6196-c0_g3_i4	TR20689-c0_g3_i3	Matched_to_other_by_FastOrtho
o3559	TR22376-c1_g4_i1	TR13645-c0_g1_i1	Matched_to_other_by_FastOrtho
o3560	TR22999-c2_g5_i1	TR18508-c0_g1_i1	TR31237-c0_g2_i1
o3561	TR48146-c1_g4_i1	TR51226-c0_g4_i1	TR31235-c0_g4_i1
o3562	TR25750-c0_g2_i1	TR24898-c0_g9_i1	TR42833-c0_g10_i1
o3563	TR25750-c0_g4_i1	TR24898-c0_g1_i1	TR42833-c0_g6_i1
o3564	TR36553-c0_g1_i3	TR32566-c0_g1_i1	Matched_to_other_by_FastOrtho
o3565	TR36371-c0_g3_i1	TR31025-c0_g1_i1	TR31272-c0_g5_i1
o3566	TR8289-c0_g3_i1	TR47944-c0_g2_i1	TR42757-c0_g2_i1
o3567	TR15404-c1_g6_i1	Matched_to_other_by_FastOrtho	TR42760-c1_g1_i1
o3568	TR52702-c0_g4_i2	TR50394-c0_g1_i1	TR46225-c0_g6_i1
o3569	TR33477-c1_g4_i1	TR39004-c0_g1_i1	TR45468-c0_g9_i3
o3570	TR40318-c0_g1_i1	TR39511-c0_g1_i1	TR12360-c0_g1_i1
o3571	TR58957-c0_g1_i1	Matched_to_other_by_FastOrtho	TR12383-c0_g1_i1
o3572	TR38407-c0_g2_i1	TR13018-c0_g1_i1	TR12333-c0_g1_i1
o3573	TR21586-c0_g1_i1	TR40126-c1_g2_i1	Matched_to_other_by_FastOrtho
o3574	TR2843-c0_g2_i1	TR31173-c0_g1_i1	TR12326-c0_g3_i1
o3575	TR31216-c1_g2_i1	TR9917-c0_g4_i1	TR12331-c2_g1_i1
o3576	TR13008-c0_g2_i1	TR38127-c0_g1_i1	TR12299-c0_g3_i3
o3577	TR22485-c0_g1_i2	TR29490-c0_g1_i1	TR12313-c0_g1_i1
o3578	TR51708-c0_g2_i1	TR12834-c0_g1_i1	TR12278-c0_g2_i1
o3579	TR30972-c0_g6_i1	Matched_to_other_by_FastOrtho	TR12280-c2_g1_i1
o3580	TR55285-c0_g1_i2	TR40584-c0_g4_i3	TR25722-c0_g2_i1
o3581	TR57758-c0_g1_i1	TR28881-c0_g1_i2	TR25731-c1_g1_i1
o3582	TR5916-c1_g1_i2	TR51188-c5_g1_i3	TR5883-c0_g3_i2
o3583	TR31640-c1_g2_i2	TR24294-c1_g1_i2	TR25736-c0_g2_i1
o3584	TR41814-c2_g13_i1	TR541-c0_g3_i1	TR40021-c3_g4_i1
o3585	TR60177-c0_g5_i1	TR4794-c0_g1_i1	TR40039-c1_g1_i1
o3586	TR48086-c0_g1_i1	TR47281-c0_g2_i1	Matched_to_other_by_FastOrtho
o3587	TR54473-c0_g1_i1	TR30954-c0_g5_i1	TR2575-c0_g1_i1
o3588	TR22465-c0_g3_i1	TR26118-c0_g5_i1	Matched_to_other_by_FastOrtho
o3589	TR51977-c1_g1_i1	TR2055-c0_g3_i1	TR40106-c0_g1_i2
o3590	TR46056-c0_g4_i3	TR10078-c0_g2_i1	TR399-c6_g1_i1
o3591	TR13934-c0_g1_i1	TR36726-c0_g2_i1	Matched_to_other_by_FastOrtho
o3592	TR28769-c1_g2_i1	TR4857-c3_g1_i2	TR40112-c2_g1_i1
o3593	TR5080-c4_g1_i3	TR51080-c0_g2_i1	TR40112-c3_g1_i2
o3594	TR28990-c0_g2_i1	TR16810-c1_g2_i3	TR25783-c1_g2_i1
o3595	TR38798-c0_g2_i1	TR180-c0_g1_i2	TR5622-c0_g1_i1
o3596	TR19683-c0_g7_i1	TR31794-c1_g1_i2	TR563-c0_g1_i1
o3597	TR7758-c0_g2_i1	TR33828-c1_g3_i2	TR41151-c1_g1_i1
o3598	TR18306-c1_g2_i1	TR12721-c0_g3_i1	TR41156-c0_g4_i1
o3599	Matched_to_other_by_FastOrtho	TR29203-c0_g7_i1	TR5587-c2_g5_i1
o3600	TR55177-c0_g2_i1	TR2322-c0_g2_i1	TR25787-c0_g1_i1
o3601	TR10506-c2_g8_i1	TR12228-c0_g3_i1	TR5595-c9_g1_i1
o3602	TR32994-c0_g3_i1	TR20426-c0_g1_i1	TR45507-c1_g3_i1
o3603	TR21664-c0_g1_i1	TR26637-c1_g1_i1	TR41108-c1_g1_i1
o3604	TR43879-c0_g2_i1	TR14994-c0_g3_i2	TR41111-c0_g2_i1
o3605	TR7106-c0_g2_i1	TR18927-c0_g1_i2	TR41087-c0_g3_i1
o3606	TR50598-c16_g3_i2	TR32656-c0_g2_i1	TR258-c0_g1_i1
o3607	TR2574-c1_g2_i2	TR51195-c1_g4_i1	TR4114-c0_g2_i1
o3608	TR2991-c0_g6_i1	TR23353-c0_g2_i1	TR41143-c0_g1_i1
o3609	TR676-c0_g2_i1	TR43405-c1_g4_i4	TR38017-c0_g1_i1
o3610	TR330-c0_g1_i1	TR34409-c0_g2_i1	TR41136-c0_g1_i1
o3611	TR4750-c0_g1_i1	TR6039-c0_g1_i1	Matched_to_other_by_FastOrtho
o3612	TR21515-c0_g3_i1	TR37254-c0_g3_i1	TR25492-c1_g3_i1
o3613	TR42498-c0_g2_i1	TR15716-c0_g2_i1	TR46810-c0_g2_i1
o3614	TR11794-c9_g15_i1	TR31985-c3_g22_i1	TR4090-c7_g32_i1
o3615	TR4208-c0_g1_i1	TR46094-c0_g3_i1	TR25481-c0_g3_i1
o3616	TR31421-c0_g1_i1	TR2406-c2_g1_i1	TR7302-c0_g3_i1
o3617	TR48738-c0_g1_i1	TR25431-c0_g1_i2	TR25437-c0_g1_i1
o3618	TR45193-c1_g1_i1	TR40738-c0_g2_i1	Matched_to_other_by_FastOrtho
o3619	TR39774-c0_g1_i2	TR12440-c0_g1_i1	Matched_to_other_by_FastOrtho
o3620	TR49746-c0_g1_i1	TR16454-c0_g1_i1	TR13045-c4_g1_i1
o3621	TR6185-c0_g4_i1	TR21698-c0_g1_i1	TR13069-c0_g2_i1
o3622	TR26423-c0_g8_i1	TR21051-c1_g1_i2	TR13026-c1_g1_i1
o3623	TR40012-c2_g2_i3	TR17803-c1_g2_i1	TR13042-c0_g6_i3
o3624	TR45901-c3_g1_i1	TR19372-c1_g1_i1	TR13085-c1_g5_i1
o3625	TR20472-c1_g2_i1	Matched_to_other_by_FastOrtho	TR13096-c0_g2_i1
o3626	TR44696-c1_g5_i2	TR27928-c0_g4_i1	TR1307-c1_g3_i1
o3627	TR44696-c2_g1_i1	TR27928-c0_g3_i1	TR1307-c2_g1_i3
o3628	TR60428-c0_g1_i1	TR48038-c0_g1_i1	TR4684-c2_g2_i1
o3629	TR55342-c0_g1_i2	Matched_to_other_by_FastOrtho	TR19230-c0_g1_i1
o3630	TR33708-c0_g2_i1	TR24224-c1_g1_i1	TR40848-c0_g1_i2
o3631	TR29392-c0_g1_i1	TR10135-c0_g1_i1	TR25512-c1_g1_i1
o3632	TR42094-c3_g10_i1	TR25307-c1_g5_i1	TR14736-c3_g4_i2
o3633	TR52711-c0_g1_i1	TR46898-c0_g3_i1	TR25512-c0_g3_i2
o3634	TR58437-c0_g1_i1	TR25800-c0_g2_i1	TR19200-c1_g3_i1
o3635	TR22127-c0_g1_i1	TR34050-c1_g1_i1	Matched_to_other_by_FastOrtho
o3636	TR6673-c0_g4_i1	TR28281-c1_g1_i1	Matched_to_other_by_FastOrtho
o3637	TR61070-c0_g1_i1	TR40821-c0_g2_i2	TR14754-c0_g1_i1
o3638	TR54552-c0_g4_i2	TR10958-c0_g3_i1	TR14814-c0_g3_i1
o3639	TR60409-c0_g2_i1	Matched_to_other_by_FastOrtho	TR14821-c0_g2_i1
o3640	TR48169-c0_g1_i1	TR26307-c0_g3_i1	TR14809-c1_g1_i1
o3641	TR38270-c2_g4_i1	TR23383-c1_g4_i1	Matched_to_other_by_FastOrtho
o3642	TR14958-c1_g1_i1	TR19280-c1_g1_i1	TR19065-c2_g1_i2
o3643	TR13562-c0_g13_i1	TR11846-c0_g3_i2	TR19092-c0_g1_i1
o3644	TR27016-c5_g9_i1	Matched_to_other_by_FastOrtho	TR19093-c1_g2_i1
o3645	TR7457-c1_g2_i1	TR38650-c0_g5_i1	TR14830-c1_g2_i1
o3646	TR42403-c0_g1_i1	TR34801-c0_g1_i1	TR19049-c0_g1_i1
o3647	TR40-c0_g9_i1	TR23661-c0_g3_i1	TR19061-c2_g3_i1
o3648	TR45769-c0_g6_i1	TR49324-c0_g1_i1	TR19065-c1_g1_i1
o3649	TR59795-c1_g3_i1	TR50954-c0_g1_i1	TR19153-c0_g1_i1
o3650	TR59402-c1_g1_i1	TR41800-c0_g3_i1	TR40875-c0_g2_i1
o3651	TR47534-c2_g2_i1	TR14390-c1_g5_i1	TR4762-c1_g3_i2
o3652	TR11071-c0_g1_i1	TR37607-c1_g1_i1	TR47620-c2_g1_i1
o3653	TR17744-c0_g1_i1	Matched_to_other_by_FastOrtho	TR47621-c0_g2_i1
o3654	TR9597-c0_g9_i1	TR9787-c3_g1_i1	TR47625-c0_g1_i1
o3655	TR42094-c3_g2_i2	TR25307-c1_g1_i1	TR14736-c3_g2_i1
o3656	TR20939-c3_g2_i2	TR41488-c0_g1_i1	TR47666-c0_g1_i1
o3657	TR17835-c0_g1_i1	TR13995-c0_g2_i1	Matched_to_other_by_FastOrtho
o3658	Matched_to_other_by_FastOrtho	TR9130-c0_g1_i2	TR47679-c0_g1_i1
o3659	TR43204-c1_g1_i1	TR38530-c0_g1_i1	TR47680-c1_g3_i1
o3660	TR24227-c0_g2_i2	TR25461-c0_g1_i1	TR19149-c0_g3_i2
o3661	TR30337-c0_g2_i1	TR36544-c0_g1_i2	Matched_to_other_by_FastOrtho
o3662	TR35178-c1_g1_i3	TR22132-c1_g1_i2	TR1527-c1_g2_i1
o3663	TR29307-c0_g1_i1	TR27730-c0_g1_i1	TR1527-c2_g3_i1
o3664	TR19583-c1_g1_i1	TR16814-c0_g1_i1	Matched_to_other_by_FastOrtho
o3665	TR48595-c0_g1_i1	TR3287-c0_g1_i1	TR15333-c0_g1_i1
o3666	TR13298-c0_g1_i1	TR1974-c0_g1_i1	TR15372-c0_g1_i1
o3667	TR13108-c1_g2_i1	TR19890-c0_g1_i1	TR15374-c0_g2_i1
o3668	TR51358-c0_g1_i1	TR36779-c0_g1_i1	TR15400-c58_g2_i1
o3669	TR59157-c0_g6_i1	TR15609-c0_g4_i1	TR15414-c0_g1_i1
o3670	TR53604-c1_g10_i1	TR13152-c2_g1_i2	TR46873-c4_g1_i2
o3671	TR56697-c0_g6_i2	TR18332-c1_g4_i1	TR17856-c0_g1_i1
o3672	TR7711-c1_g1_i1	TR6554-c1_g3_i1	TR17401-c1_g1_i1
o3673	TR49858-c1_g2_i1	TR50625-c0_g2_i1	TR17871-c1_g1_i1
o3674	TR32385-c0_g10_i2	TR35579-c0_g5_i1	TR17895-c0_g1_i1
o3675	TR58567-c0_g2_i1	TR23433-c0_g3_i1	TR17378-c2_g2_i1
o3676	TR61050-c2_g1_i2	TR6041-c1_g1_i1	TR17342-c4_g1_i1
o3677	TR30505-c1_g2_i1	TR32058-c0_g5_i1	TR17348-c0_g2_i1
o3678	TR38755-c0_g1_i1	TR24698-c0_g3_i1	TR17948-c0_g1_i2
o3679	TR30290-c0_g7_i1	TR24186-c1_g1_i1	TR17413-c0_g4_i1
o3680	TR32829-c0_g1_i1	TR46851-c0_g2_i1	Matched_to_other_by_FastOrtho
o3681	TR25139-c0_g1_i3	Matched_to_other_by_FastOrtho	TR27390-c2_g2_i1
o3682	TR13053-c1_g4_i1	TR48410-c0_g5_i2	TR27419-c1_g2_i2
o3683	TR35106-c0_g3_i1	TR22605-c0_g2_i1	Matched_to_other_by_FastOrtho
o3684	TR37132-c0_g3_i1	TR7230-c1_g1_i1	Matched_to_other_by_FastOrtho
o3685	TR31509-c1_g2_i1	TR8391-c0_g1_i1	TR38054-c0_g1_i2
o3686	TR45051-c1_g2_i1	TR7448-c0_g3_i1	TR27329-c0_g2_i4
o3687	TR13818-c0_g3_i3	TR45047-c0_g2_i1	TR27354-c0_g1_i1
o3688	TR13818-c0_g6_i1	TR45047-c2_g1_i1	TR27354-c0_g3_i2
o3689	TR14863-c0_g2_i3	TR51212-c0_g1_i1	TR27361-c0_g2_i1
o3690	TR427-c0_g2_i1	TR22642-c0_g8_i1	TR27370-c0_g2_i2
o3691	TR61431-c0_g1_i1	TR17941-c0_g2_i1	TR2738-c4_g1_i1
o3692	TR58903-c0_g1_i1	Matched_to_other_by_FastOrtho	TR2738-c5_g4_i1
o3693	TR26548-c0_g1_i1	TR42451-c0_g2_i1	TR27390-c1_g3_i1
o3694	TR17581-c0_g1_i3	TR44369-c0_g1_i1	TR9143-c0_g2_i1
o3695	TR11667-c0_g2_i1	TR484-c1_g1_i1	TR21165-c0_g1_i1
o3696	TR18077-c0_g2_i1	TR23461-c0_g2_i1	TR21165-c1_g2_i1
o3697	TR8780-c2_g1_i2	TR2708-c0_g1_i1	Matched_to_other_by_FastOrtho
o3698	TR58252-c1_g1_i1	TR48360-c0_g1_i1	Matched_to_other_by_FastOrtho
o3699	TR19213-c0_g1_i1	TR34421-c2_g1_i1	TR21092-c1_g1_i1
o3700	TR7937-c0_g1_i1	TR38123-c0_g1_i1	TR2112-c0_g1_i1
o3701	TR10364-c0_g1_i2	TR11922-c0_g1_i1	TR21046-c0_g2_i1
o3702	TR9673-c0_g1_i1	TR3155-c0_g1_i1	TR21051-c0_g1_i1
o3703	TR26316-c3_g1_i1	TR19003-c0_g1_i2	TR21029-c0_g1_i1
o3704	TR33606-c1_g1_i1	TR18110-c0_g2_i1	Matched_to_other_by_FastOrtho
o3705	TR40619-c0_g4_i1	TR26687-c1_g2_i1	TR28700-c0_g1_i1
o3706	TR8763-c0_g4_i1	TR15747-c0_g3_i1	TR28698-c2_g1_i1
o3707	TR15724-c0_g1_i1	TR11441-c0_g3_i1	TR28699-c1_g1_i1
o3708	TR40526-c0_g1_i1	TR20055-c0_g9_i3	TR28718-c1_g4_i2
o3709	TR9937-c0_g1_i1	Matched_to_other_by_FastOrtho	TR28723-c0_g2_i1
o3710	TR2697-c0_g1_i1	TR50175-c0_g2_i1	TR28701-c0_g1_i1
o3711	TR45364-c2_g3_i1	TR37890-c2_g1_i2	TR28712-c0_g1_i1
o3712	TR11714-c1_g8_i1	TR10366-c0_g2_i1	TR28730-c0_g3_i1
o3713	TR23874-c1_g13_i1	TR46139-c1_g1_i1	TR28735-c0_g1_i2
o3714	TR1604-c3_g4_i1	TR10230-c2_g1_i1	TR9154-c0_g1_i1
o3715	TR46930-c1_g1_i3	TR35970-c0_g9_i2	TR11572-c0_g3_i1
o3716	TR42048-c0_g1_i1	TR19385-c1_g1_i1	TR11574-c3_g2_i1
o3717	TR29482-c2_g3_i2	TR5014-c0_g1_i2	TR1156-c0_g1_i1
o3718	TR23408-c1_g1_i1	TR42684-c0_g1_i1	TR1157-c1_g1_i2
o3719	TR31847-c0_g1_i1	TR22452-c0_g1_i1	TR11588-c0_g1_i1
o3720	TR55930-c0_g2_i1	TR39449-c0_g1_i1	TR11598-c4_g1_i2
o3721	TR42048-c2_g1_i1	TR19385-c0_g1_i1	TR11574-c4_g1_i1
o3722	TR14247-c0_g1_i1	TR45670-c1_g1_i1	TR11598-c6_g1_i2
o3723	TR39655-c1_g1_i1	TR45670-c1_g2_i1	TR11598-c6_g3_i1
o3724	TR4229-c0_g2_i1	TR45382-c0_g2_i1	TR35070-c0_g3_i1
o3725	TR39043-c2_g3_i1	TR3906-c0_g2_i2	TR35072-c0_g10_i1
o3726	TR44135-c0_g6_i1	TR50479-c0_g1_i1	TR35038-c0_g2_i1
o3727	TR61598-c0_g1_i1	TR16351-c0_g3_i1	TR35070-c0_g10_i1
o3728	TR20703-c2_g1_i1	TR27506-c0_g1_i1	TR9097-c0_g1_i1
o3729	TR11224-c0_g10_i1	TR14453-c0_g1_i1	TR45342-c0_g3_i1
o3730	TR29111-c1_g1_i1	TR19628-c2_g1_i2	Matched_to_other_by_FastOrtho
o3731	TR38702-c1_g1_i1	TR1677-c0_g1_i1	TR22513-c0_g4_i1
o3732	TR47954-c1_g2_i1	TR50328-c1_g1_i1	TR22456-c3_g1_i1
o3733	TR45422-c0_g2_i1	TR36682-c0_g1_i1	TR22467-c0_g2_i1
o3734	TR26926-c0_g12_i2	TR7616-c0_g1_i1	Matched_to_other_by_FastOrtho
o3735	TR57280-c9_g1_i1	TR39034-c3_g1_i1	TR22456-c2_g1_i1
o3736	TR6147-c5_g1_i1	TR24611-c2_g2_i1	TR22485-c1_g1_i1
o3737	TR33527-c0_g1_i1	TR17122-c1_g1_i1	TR22501-c2_g1_i1
o3738	TR8309-c3_g1_i4	TR19423-c0_g2_i1	TR22474-c1_g1_i1
o3739	TR11049-c0_g1_i1	TR11496-c0_g2_i1	Matched_to_other_by_FastOrtho
o3740	TR38156-c1_g4_i2	TR46148-c0_g1_i2	TR20515-c0_g3_i1
o3741	TR59881-c2_g1_i1	TR32574-c0_g1_i1	TR20441-c0_g1_i1
o3742	Matched_to_other_by_FastOrtho	TR27442-c0_g1_i1	TR20441-c0_g4_i1
o3743	TR10450-c0_g5_i1	TR22100-c0_g1_i1	TR20438-c0_g2_i1
o3744	TR54874-c0_g1_i3	TR45145-c0_g1_i1	TR20439-c0_g1_i2
o3745	TR24711-c0_g1_i1	TR42694-c0_g1_i1	TR20492-c0_g1_i1
o3746	TR33209-c3_g1_i1	TR36275-c2_g1_i2	TR20497-c6_g1_i2
o3747	TR50086-c3_g10_i1	TR21390-c0_g11_i1	TR20466-c0_g2_i1
o3748	TR60454-c0_g1_i1	TR46879-c0_g1_i1	TR20472-c3_g1_i1
o3749	TR23452-c2_g2_i3	TR17163-c0_g3_i1	TR41531-c0_g1_i1
o3750	TR47287-c0_g1_i1	TR42679-c4_g1_i2	TR60-c0_g1_i1
o3751	TR41024-c0_g1_i2	TR28951-c1_g3_i1	TR9495-c0_g2_i1
o3752	TR50949-c0_g1_i1	TR32716-c0_g1_i1	TR9086-c0_g1_i1
o3753	TR43957-c1_g2_i3	TR7319-c2_g2_i2	TR45331-c4_g1_i1
o3754	TR15791-c0_g1_i1	TR16695-c0_g1_i1	TR21743-c1_g1_i1
o3755	TR58473-c0_g1_i1	TR49819-c0_g1_i4	TR21749-c1_g1_i2
o3756	TR54876-c0_g2_i1	TR11194-c0_g1_i1	TR21721-c0_g1_i1
o3757	TR4653-c3_g1_i1	Matched_to_other_by_FastOrtho	TR21742-c1_g1_i1
o3758	TR47556-c0_g4_i1	TR22839-c0_g1_i2	TR21705-c0_g2_i1
o3759	TR44017-c0_g1_i1	TR10749-c0_g2_i1	TR21711-c2_g1_i1
o3760	TR54669-c1_g1_i1	TR30194-c2_g2_i1	TR21692-c1_g2_i1
o3761	TR55715-c0_g1_i4	Matched_to_other_by_FastOrtho	TR21698-c2_g1_i1
o3762	TR52900-c1_g14_i1	TR12497-c0_g4_i1	TR25024-c0_g2_i1
o3763	TR52900-c0_g1_i1	TR32286-c0_g1_i1	TR25024-c0_g5_i1
o3764	TR35062-c0_g1_i1	TR35613-c0_g1_i2	TR21751-c1_g10_i1
o3765	TR36982-c0_g1_i1	TR46556-c0_g4_i1	TR21751-c1_g17_i2
o3766	TR45938-c0_g10_i1	TR39569-c0_g5_i1	TR27552-c0_g2_i1
o3767	TR2193-c0_g1_i1	Matched_to_other_by_FastOrtho	TR17453-c0_g2_i1
o3768	TR52571-c1_g7_i1	TR3526-c0_g1_i4	TR27540-c1_g1_i1
o3769	TR676-c4_g1_i1	TR10418-c0_g1_i6	TR27550-c0_g1_i2
o3770	TR34236-c0_g1_i1	TR19115-c0_g1_i1	Matched_to_other_by_FastOrtho
o3771	TR53591-c0_g3_i1	TR27181-c0_g1_i1	TR27499-c0_g1_i1
o3772	TR16048-c0_g2_i1	TR14831-c0_g1_i1	TR27488-c0_g2_i1
o3773	TR2193-c0_g2_i1	TR40138-c0_g1_i2	TR17453-c0_g1_i1
o3774	TR50891-c4_g1_i1	TR26279-c0_g2_i2	TR670-c7_g1_i2
o3775	TR43100-c0_g2_i3	TR27107-c1_g4_i1	Matched_to_other_by_FastOrtho
o3776	TR44883-c2_g2_i1	TR34021-c0_g4_i2	TR27563-c3_g1_i1
o3777	TR10252-c0_g1_i1	TR29823-c0_g1_i1	TR27598-c2_g1_i1
o3778	TR33797-c1_g1_i1	TR29960-c0_g2_i1	TR41719-c2_g2_i1
o3779	TR4747-c1_g1_i2	TR31529-c0_g6_i2	TR17463-c0_g1_i1
o3780	TR50617-c0_g1_i1	TR48374-c0_g2_i1	Matched_to_other_by_FastOrtho
o3781	TR27430-c0_g6_i1	TR28282-c0_g3_i1	TR17507-c2_g1_i1
o3782	TR31327-c0_g4_i1	TR47012-c0_g1_i1	TR17529-c0_g1_i2
o3783	TR24033-c0_g5_i4	TR11068-c2_g8_i1	Matched_to_other_by_FastOrtho
o3784	TR370-c1_g12_i1	TR21816-c0_g1_i1	TR47205-c0_g5_i1
o3785	TR34000-c0_g3_i1	TR49665-c0_g1_i1	TR17521-c0_g1_i1
o3786	TR31176-c6_g1_i4	TR7296-c0_g1_i1	TR41466-c0_g3_i3
