carb	flav	macro
TR14641-c0_g1_i1	TR23855-c0_g2_i2	TR45746-c0_g2_i1
TR14570-c1_g1_i1	TR38646-c0_g1_i1	TR45750-c0_g1_i1
TR27005-c0_g1_i1	TR25212-c0_g2_i1	TR45754-c0_g1_i1
TR41507-c0_g2_i1	TR23504-c0_g1_i1	NA
TR13903-c1_g3_i1	TR44543-c0_g4_i2	NA
TR13499-c0_g2_i2	TR42424-c0_g3_i1	TR45780-c0_g3_i1
TR51359-c0_g9_i4	TR34261-c2_g19_i3	TR45785-c0_g2_i1
TR21741-c0_g8_i1	TR44726-c0_g7_i1	TR45794-c0_g1_i1
TR22810-c0_g1_i1	TR36261-c0_g1_i1	TR45802-c0_g2_i1
TR10214-c0_g1_i1	TR3539-c0_g1_i1	TR45804-c0_g1_i1
TR27101-c1_g10_i2	TR31384-c1_g3_i2	TR45810-c4_g6_i1
TR27101-c1_g11_i1	NA	TR45810-c4_g9_i1
TR39164-c1_g5_i1	TR6695-c0_g2_i1	TR45812-c1_g4_i1
TR13760-c3_g2_i1	TR7292-c1_g3_i1	TR45818-c0_g2_i1
TR9125-c0_g1_i1	TR47076-c0_g1_i3	TR45819-c2_g2_i2
TR50901-c4_g1_i1	TR3008-c1_g4_i1	TR45828-c1_g3_i3
TR31145-c0_g1_i1	TR50666-c0_g1_i3	TR45831-c1_g1_i1
TR34800-c0_g2_i1	TR41247-c0_g2_i1	TR45835-c0_g1_i1
TR22646-c1_g5_i1	TR22259-c1_g2_i1	TR45856-c0_g2_i1
TR41249-c3_g1_i1	TR48980-c0_g1_i2	TR45859-c0_g2_i1
TR3839-c0_g1_i1	TR36847-c0_g2_i1	TR45872-c1_g1_i1
TR61237-c0_g1_i1	TR44657-c0_g1_i2	TR45888-c0_g1_i1
TR34850-c0_g1_i1	TR37982-c0_g2_i1	TR4590-c0_g1_i1
TR24286-c0_g2_i1	TR13046-c0_g1_i1	TR4591-c1_g1_i1
TR6561-c0_g1_i3	TR36299-c0_g3_i1	TR45928-c0_g1_i1
TR59601-c0_g2_i1	TR35511-c0_g1_i1	TR45931-c0_g1_i1
TR51490-c0_g1_i1	TR44747-c0_g1_i1	TR4595-c0_g1_i1
TR13390-c2_g2_i1	TR9835-c0_g2_i4	TR45953-c1_g1_i1
TR9096-c5_g3_i2	TR4920-c2_g1_i2	TR45955-c2_g1_i1
TR25609-c1_g2_i2	TR33083-c0_g1_i1	TR45963-c0_g4_i2
TR35243-c0_g1_i1	TR14872-c0_g1_i1	TR45992-c0_g3_i1
TR24812-c0_g14_i1	TR7072-c1_g1_i1	TR46-c1_g6_i1
TR17781-c0_g1_i1	TR38637-c0_g1_i2	TR46018-c0_g1_i1
TR56945-c0_g1_i1	TR9098-c0_g2_i1	TR4602-c0_g4_i1
TR36654-c0_g3_i1	TR19117-c2_g1_i1	TR46020-c0_g1_i2
TR31186-c1_g1_i1	TR1329-c0_g2_i1	TR46023-c0_g1_i1
TR1607-c1_g1_i1	TR12480-c0_g1_i1	TR46027-c1_g1_i1
TR3794-c0_g1_i1	TR23925-c0_g1_i1	TR46039-c0_g10_i1
TR25443-c1_g2_i3	TR9745-c0_g1_i2	TR4604-c1_g2_i1
TR31414-c0_g1_i1	TR4411-c0_g1_i1	TR46046-c0_g1_i1
TR2314-c0_g1_i4	TR40503-c1_g2_i1	TR46054-c0_g4_i1
TR17768-c0_g3_i4	TR3799-c0_g1_i1	TR46086-c0_g3_i2
TR59530-c2_g1_i1	TR35228-c2_g1_i1	TR46098-c0_g1_i1
TR7813-c0_g2_i1	TR42942-c0_g1_i1	TR46125-c0_g3_i1
NA	TR50323-c0_g1_i1	TR46131-c0_g1_i1
TR13549-c1_g7_i1	TR29247-c1_g1_i1	TR46142-c0_g1_i2
TR13549-c0_g3_i2	TR29247-c1_g6_i2	TR46142-c1_g1_i1
TR40881-c0_g2_i1	TR34006-c0_g2_i1	TR4615-c0_g1_i1
TR52510-c0_g1_i1	TR29916-c0_g1_i1	TR46151-c0_g1_i1
TR56056-c0_g1_i2	TR6718-c0_g1_i1	TR46176-c1_g1_i1
TR16044-c1_g3_i2	TR28011-c1_g2_i2	TR46181-c0_g1_i1
TR46319-c0_g1_i1	TR35305-c0_g1_i1	TR4619-c9_g1_i1
TR39871-c0_g2_i1	TR45243-c0_g4_i1	TR46196-c0_g1_i1
TR35562-c0_g2_i1	TR41710-c1_g2_i1	TR46216-c0_g1_i1
TR52702-c0_g4_i2	TR50394-c0_g1_i1	TR46225-c0_g6_i1
TR48622-c2_g3_i1	TR46807-c0_g6_i1	TR46235-c1_g3_i1
TR48622-c2_g1_i5	TR46807-c0_g3_i1	TR46235-c2_g5_i2
TR13550-c0_g1_i1	TR48395-c0_g1_i1	TR46235-c3_g1_i1
TR37234-c1_g3_i1	NA	TR46236-c1_g1_i1
TR59916-c1_g6_i5	TR19076-c1_g2_i2	TR46239-c2_g3_i5
TR6095-c0_g2_i1	TR17331-c0_g1_i1	NA
TR45085-c4_g3_i2	TR6081-c2_g1_i4	TR4624-c2_g3_i1
TR53779-c0_g6_i1	TR41482-c0_g2_i3	TR46241-c0_g1_i2
TR46340-c7_g4_i2	TR34065-c0_g1_i2	TR46248-c2_g2_i3
TR35112-c0_g10_i2	TR48530-c0_g3_i2	TR46248-c4_g1_i3
TR5462-c2_g3_i1	TR18287-c0_g8_i1	TR46248-c4_g3_i1
TR51262-c0_g1_i1	TR22731-c0_g1_i4	TR46288-c0_g3_i1
TR23077-c0_g16_i2	TR14747-c0_g2_i1	TR46332-c0_g1_i1
NA	TR27231-c0_g1_i1	TR46348-c0_g2_i1
TR36298-c0_g1_i1	TR14694-c0_g1_i2	TR46358-c3_g1_i4
TR33118-c0_g3_i2	TR25169-c1_g8_i1	TR46382-c3_g1_i4
TR6614-c2_g5_i1	TR12766-c0_g2_i1	TR46403-c0_g9_i1
TR10845-c0_g4_i2	TR30722-c0_g2_i2	TR46416-c1_g2_i1
TR27918-c0_g2_i1	TR11863-c0_g1_i2	NA
TR7153-c6_g6_i1	TR24215-c0_g3_i1	TR46446-c0_g3_i2
TR51606-c0_g1_i3	TR26333-c0_g3_i1	TR46449-c0_g2_i1
TR53971-c0_g1_i1	TR20473-c0_g4_i2	TR46449-c1_g1_i1
TR48959-c0_g6_i1	TR4486-c0_g1_i1	TR46464-c2_g1_i1
TR38438-c0_g1_i1	TR11389-c0_g2_i1	TR46467-c0_g1_i2
TR52987-c1_g2_i4	TR11376-c0_g6_i1	TR46470-c0_g1_i1
TR42073-c0_g2_i1	TR26159-c0_g1_i1	TR46471-c0_g1_i1
NA	TR9287-c0_g1_i1	TR46483-c2_g2_i1
TR4890-c0_g1_i1	TR27937-c0_g1_i2	TR46494-c1_g1_i1
TR18573-c1_g1_i1	TR30951-c0_g2_i1	TR46499-c1_g2_i1
TR60528-c0_g1_i1	TR1429-c0_g1_i1	TR46523-c0_g1_i1
TR9597-c0_g7_i1	TR9787-c2_g2_i1	TR46536-c1_g1_i1
TR7044-c0_g1_i1	TR30416-c0_g2_i1	TR46547-c0_g1_i1
TR36767-c0_g4_i2	TR7663-c0_g2_i1	TR46551-c0_g1_i2
TR36767-c0_g1_i7	TR7663-c0_g3_i1	TR46551-c1_g3_i2
TR60668-c0_g1_i1	TR43694-c0_g1_i1	TR46555-c0_g2_i1
TR46639-c1_g1_i2	TR32706-c7_g10_i1	TR46560-c1_g2_i2
TR38986-c0_g2_i1	TR40960-c1_g1_i1	TR46565-c2_g2_i1
TR57483-c0_g1_i3	TR2355-c0_g4_i1	TR4657-c0_g1_i1
NA	TR28624-c0_g2_i1	TR46575-c2_g1_i2
TR47015-c0_g1_i2	TR39953-c0_g2_i1	TR46592-c0_g2_i1
TR6542-c0_g1_i1	TR26582-c0_g1_i1	TR46596-c0_g1_i1
TR27861-c0_g2_i3	TR21230-c1_g3_i1	TR46600-c0_g3_i2
TR51290-c0_g3_i1	TR38111-c0_g1_i1	TR46611-c0_g1_i1
TR54962-c0_g2_i1	TR27233-c0_g1_i1	TR46617-c0_g2_i1
TR13577-c0_g1_i1	TR17841-c1_g3_i2	TR46623-c0_g3_i2
TR58365-c0_g2_i6	TR31219-c0_g2_i1	TR46640-c0_g2_i1
TR43163-c0_g1_i1	TR13003-c0_g1_i1	TR46641-c0_g2_i1
TR17300-c0_g1_i1	TR39298-c0_g1_i1	TR46641-c2_g3_i1
TR8564-c2_g6_i3	TR48852-c0_g3_i1	TR46655-c0_g2_i2
TR38618-c3_g2_i1	TR17601-c0_g1_i1	TR46662-c0_g1_i1
TR35907-c0_g2_i1	TR775-c0_g1_i1	NA
TR43391-c1_g1_i1	TR32924-c0_g2_i1	TR46702-c0_g1_i1
TR31561-c0_g2_i1	TR27754-c0_g2_i1	TR4673-c0_g2_i1
TR34630-c0_g4_i2	TR32735-c0_g2_i1	TR46746-c0_g1_i1
TR36053-c0_g1_i1	TR50614-c0_g1_i1	TR46754-c1_g1_i1
TR54320-c0_g1_i1	TR29630-c0_g3_i1	TR4676-c0_g8_i1
TR40543-c1_g1_i1	TR15044-c0_g2_i1	TR46771-c0_g1_i1
TR14389-c0_g2_i1	TR4599-c0_g2_i1	TR46795-c0_g2_i1
TR11068-c0_g1_i1	TR35209-c0_g2_i1	TR46805-c0_g2_i1
TR42498-c0_g2_i1	TR15716-c0_g2_i1	TR46810-c0_g2_i1
TR26125-c0_g1_i1	TR5594-c0_g2_i1	TR46835-c2_g4_i1
TR31570-c1_g1_i1	TR46135-c0_g2_i1	TR46835-c2_g5_i1
TR60428-c0_g1_i1	TR48038-c0_g1_i1	TR4684-c2_g2_i1
TR27764-c0_g4_i1	TR20986-c0_g2_i1	TR46852-c1_g1_i1
TR53604-c1_g10_i1	TR13152-c2_g1_i2	TR46873-c4_g1_i2
TR44636-c0_g2_i1	TR9400-c1_g1_i1	TR46879-c1_g1_i1
TR33706-c0_g4_i1	TR32659-c0_g1_i1	TR4688-c0_g1_i2
TR11103-c0_g1_i1	TR13707-c0_g9_i1	TR46882-c0_g1_i1
TR44404-c0_g3_i1	TR9706-c1_g1_i1	TR46885-c0_g2_i1
TR44404-c0_g1_i1	TR9706-c1_g2_i1	TR46885-c0_g3_i1
TR35682-c0_g1_i1	TR20443-c0_g1_i1	TR46903-c0_g1_i1
TR9571-c0_g3_i1	TR8904-c0_g6_i1	TR46906-c0_g1_i1
TR9571-c0_g2_i1	TR8904-c0_g3_i1	TR46906-c2_g1_i1
TR50239-c2_g3_i1	TR38797-c0_g1_i1	TR46908-c0_g2_i1
TR6531-c0_g8_i1	TR50877-c0_g5_i1	TR46911-c0_g1_i1
TR255-c0_g1_i1	TR1248-c1_g1_i1	TR46914-c0_g1_i1
TR4774-c2_g1_i2	TR28895-c0_g4_i1	TR46936-c2_g2_i3
TR38124-c0_g2_i1	TR26397-c0_g1_i1	TR46936-c3_g1_i1
TR27088-c0_g6_i1	TR44478-c0_g1_i1	TR46952-c0_g2_i1
TR21440-c0_g1_i1	TR8718-c0_g1_i1	TR46958-c0_g1_i1
TR25833-c0_g1_i1	TR40051-c0_g1_i1	TR46968-c0_g2_i1
TR50187-c0_g2_i1	TR2897-c0_g1_i1	NA
TR48700-c0_g1_i1	TR31762-c2_g4_i1	TR46979-c0_g1_i1
TR51288-c0_g1_i3	TR7782-c0_g4_i1	TR47034-c0_g1_i1
TR29127-c0_g7_i2	TR50639-c0_g1_i1	TR47041-c0_g8_i2
TR39890-c0_g1_i1	TR15836-c0_g1_i1	TR47048-c0_g1_i2
TR41961-c2_g1_i1	TR6037-c0_g2_i3	TR47066-c0_g4_i1
TR59388-c0_g1_i1	TR27229-c0_g1_i1	TR47094-c0_g1_i1
TR15977-c0_g5_i2	TR45366-c0_g5_i3	TR47101-c0_g10_i1
TR43550-c2_g1_i2	TR46042-c0_g1_i1	TR47106-c0_g2_i1
TR36323-c2_g1_i1	TR5569-c0_g4_i1	TR47108-c0_g1_i1
TR17942-c0_g2_i1	TR45069-c0_g7_i1	TR47114-c0_g11_i1
TR9862-c4_g2_i2	TR42828-c1_g4_i1	TR47114-c2_g3_i1
TR31780-c0_g1_i1	TR44731-c0_g1_i1	TR47164-c0_g2_i1
TR17541-c1_g2_i1	TR12255-c0_g1_i1	TR47168-c0_g2_i1
TR33374-c0_g1_i4	TR12041-c0_g5_i1	TR47169-c0_g2_i1
TR60611-c1_g1_i1	TR8740-c0_g2_i1	TR47174-c0_g1_i1
TR370-c1_g11_i3	TR15374-c0_g1_i1	TR47205-c0_g2_i2
TR370-c1_g12_i1	TR21816-c0_g1_i1	TR47205-c0_g5_i1
TR370-c1_g3_i2	TR46801-c1_g1_i2	TR47205-c0_g7_i1
TR55038-c0_g2_i1	TR29391-c0_g3_i1	TR4722-c0_g1_i1
TR55038-c0_g1_i2	TR29391-c0_g1_i1	TR4722-c0_g2_i1
TR12895-c13_g1_i3	TR8516-c0_g1_i1	TR47229-c0_g1_i1
TR9656-c0_g1_i2	TR23868-c0_g4_i1	TR47235-c2_g1_i1
TR15488-c0_g1_i1	TR37045-c3_g1_i1	TR47237-c0_g2_i1
TR17760-c0_g1_i1	NA	TR47243-c1_g1_i1
TR51557-c0_g2_i1	TR3353-c0_g2_i1	TR47268-c0_g1_i1
TR6544-c0_g1_i1	TR24539-c0_g1_i1	TR47276-c0_g1_i1
TR17367-c2_g3_i1	TR40483-c0_g5_i1	TR47298-c3_g1_i1
TR8465-c2_g2_i1	TR49195-c0_g2_i1	TR47302-c2_g1_i1
TR56834-c1_g1_i1	TR28365-c0_g1_i2	TR47309-c0_g1_i3
TR24179-c1_g2_i1	TR50382-c0_g2_i1	TR47313-c0_g1_i1
TR25226-c0_g2_i1	TR38314-c0_g1_i5	TR47321-c0_g3_i2
TR25226-c0_g6_i1	TR38314-c0_g1_i4	TR47321-c0_g3_i3
TR12338-c0_g4_i2	TR38422-c0_g1_i1	TR4733-c0_g1_i1
TR12471-c0_g2_i1	TR50651-c0_g1_i1	TR47331-c0_g1_i1
TR19569-c0_g9_i2	TR32963-c0_g1_i2	TR47356-c0_g3_i3
TR21243-c0_g1_i1	TR7920-c0_g1_i1	TR47360-c0_g1_i1
TR35276-c0_g5_i1	TR3640-c0_g3_i3	TR47363-c1_g1_i1
TR45654-c0_g2_i2	TR41718-c0_g1_i1	TR47365-c1_g2_i1
TR49570-c0_g2_i3	TR43847-c0_g2_i1	TR47372-c0_g1_i1
TR49570-c0_g3_i1	TR43847-c0_g3_i2	TR47372-c2_g2_i1
TR4977-c0_g1_i3	TR18155-c0_g1_i4	TR47383-c4_g9_i4
TR47533-c0_g1_i1	TR51231-c0_g1_i1	TR47397-c0_g2_i1
TR45060-c1_g3_i1	TR37280-c0_g1_i1	TR47410-c0_g3_i1
TR3100-c0_g1_i1	TR14640-c0_g1_i1	TR47420-c4_g3_i2
TR38023-c0_g1_i1	TR33191-c1_g1_i1	TR47434-c0_g1_i1
TR18760-c0_g1_i1	TR30763-c1_g1_i1	NA
TR788-c0_g1_i1	TR9836-c0_g1_i1	TR47445-c0_g1_i1
TR11212-c0_g7_i1	TR21390-c0_g4_i1	TR47452-c1_g2_i1
TR10096-c3_g10_i1	TR48807-c0_g4_i1	TR47452-c3_g2_i2
TR26568-c0_g2_i2	TR32073-c0_g1_i1	TR47472-c0_g2_i1
TR23702-c1_g2_i2	TR25423-c0_g1_i3	TR47483-c0_g7_i1
TR9850-c0_g2_i1	TR16185-c0_g5_i2	TR47495-c4_g8_i2
TR10314-c1_g2_i1	TR50705-c0_g1_i1	TR4753-c2_g2_i2
TR53104-c0_g2_i1	TR591-c0_g1_i2	TR47531-c0_g1_i1
TR57875-c0_g1_i1	TR11954-c0_g1_i1	TR47588-c1_g1_i1
TR23129-c3_g4_i1	TR7706-c0_g1_i1	TR47612-c0_g1_i1
TR47534-c2_g2_i1	TR14390-c1_g5_i1	TR4762-c1_g3_i2
TR11071-c0_g1_i1	TR37607-c1_g1_i1	TR47620-c2_g1_i1
TR17744-c0_g1_i1	TR8375-c0_g1_i1	TR47621-c0_g2_i1
TR9597-c0_g9_i1	TR9787-c3_g1_i1	TR47625-c0_g1_i1
TR49642-c0_g1_i1	TR35608-c0_g1_i1	TR47646-c0_g1_i1
TR20939-c3_g2_i2	TR41488-c0_g1_i1	TR47666-c0_g1_i1
TR17835-c0_g1_i1	TR13995-c0_g2_i1	NA
NA	TR9130-c0_g1_i2	TR47679-c0_g1_i1
TR43204-c1_g1_i1	TR38530-c0_g1_i1	TR47680-c1_g3_i1
TR11882-c1_g5_i2	TR42330-c0_g2_i1	TR4774-c1_g3_i2
TR55228-c0_g2_i1	TR5223-c0_g1_i1	TR4780-c1_g1_i1
TR59717-c0_g7_i1	TR31077-c0_g3_i1	TR4803-c1_g1_i1
TR28240-c7_g12_i1	TR22014-c0_g1_i1	TR4821-c4_g10_i2
TR55865-c0_g5_i1	TR44111-c0_g3_i3	TR4834-c3_g1_i1
TR58328-c0_g1_i1	TR42933-c0_g2_i1	TR4838-c0_g1_i1
TR29935-c5_g5_i2	TR23358-c1_g10_i1	TR4856-c2_g4_i1
TR28147-c0_g2_i3	TR39659-c0_g9_i2	TR4888-c0_g5_i1
TR11430-c0_g1_i3	TR9030-c0_g1_i3	TR49-c4_g2_i3
TR25879-c0_g1_i1	TR32844-c0_g1_i1	TR4902-c0_g1_i1
TR20867-c0_g1_i1	TR41601-c0_g1_i1	TR4906-c0_g1_i1
TR47134-c0_g1_i1	TR47629-c0_g1_i1	TR4909-c0_g1_i1
TR3306-c0_g1_i1	TR12253-c0_g1_i1	TR4911-c0_g5_i1
TR46505-c0_g8_i2	TR30063-c0_g4_i1	TR4913-c0_g1_i3
TR46505-c0_g1_i1	TR30063-c0_g2_i1	TR4913-c1_g3_i2
TR59813-c0_g3_i1	TR8813-c0_g1_i1	TR4919-c0_g5_i1
TR32343-c1_g1_i1	TR24329-c1_g3_i1	TR4925-c0_g7_i2
TR29831-c0_g6_i1	TR49697-c0_g2_i1	TR4945-c0_g3_i1
TR29831-c0_g5_i1	TR49697-c0_g4_i2	TR4945-c0_g5_i1
TR46369-c1_g1_i1	TR49361-c0_g1_i1	TR495-c0_g1_i1
TR59838-c0_g2_i1	TR12947-c0_g6_i1	TR4963-c0_g1_i1
TR36139-c4_g5_i3	TR25510-c0_g1_i1	TR4964-c0_g1_i1
TR22067-c0_g2_i2	TR34744-c0_g1_i1	TR4968-c0_g1_i1
TR50369-c0_g1_i1	TR13329-c0_g1_i1	TR497-c2_g9_i1
TR4731-c2_g1_i1	TR19873-c0_g6_i1	TR4997-c2_g5_i1
TR3028-c5_g1_i1	TR24349-c4_g1_i1	TR5000-c0_g2_i1
TR3915-c0_g4_i2	TR17931-c0_g1_i1	TR5016-c0_g2_i1
TR3915-c0_g5_i1	TR8500-c2_g1_i1	TR5016-c0_g3_i2
TR43940-c0_g5_i1	TR32117-c1_g2_i2	TR5016-c0_g4_i2
TR3915-c0_g3_i1	TR8500-c1_g1_i1	TR5016-c0_g6_i2
TR49784-c1_g1_i2	TR12692-c1_g7_i1	TR5029-c0_g2_i1
TR253-c1_g2_i1	TR4101-c0_g3_i4	TR5031-c0_g1_i1
TR253-c1_g4_i1	TR5266-c1_g1_i1	TR5031-c4_g1_i1
TR253-c1_g16_i2	TR5266-c1_g3_i1	TR5031-c4_g2_i1
TR253-c1_g13_i1	TR4101-c0_g2_i1	TR5031-c5_g1_i1
TR60886-c2_g2_i1	TR51191-c1_g1_i1	TR5032-c0_g1_i1
TR608-c0_g3_i1	TR5422-c0_g4_i1	TR5035-c0_g1_i2
TR6825-c5_g1_i1	TR2825-c0_g2_i2	TR5065-c0_g2_i1
TR48066-c0_g2_i1	TR10587-c0_g6_i1	TR5094-c0_g3_i1
TR42030-c0_g1_i2	TR1867-c0_g1_i1	TR51-c1_g1_i1
TR20655-c0_g2_i1	TR46834-c0_g1_i3	TR511-c0_g1_i1
TR20655-c1_g1_i2	TR46834-c0_g2_i1	TR511-c1_g1_i1
TR29356-c0_g3_i1	TR11681-c0_g5_i3	TR5151-c2_g1_i1
TR29356-c0_g2_i1	TR11681-c0_g2_i2	TR5151-c2_g5_i1
TR14264-c0_g1_i1	NA	TR5160-c0_g1_i1
TR2459-c6_g2_i2	TR46789-c3_g1_i2	TR5164-c0_g3_i4
TR15517-c3_g10_i2	TR39437-c1_g1_i1	TR5164-c0_g9_i1
TR45264-c1_g1_i1	TR12784-c0_g1_i1	TR5167-c0_g2_i1
TR13231-c1_g1_i1	TR48739-c0_g2_i1	TR5189-c1_g2_i1
TR47821-c0_g1_i1	TR39580-c0_g1_i1	TR5191-c0_g1_i1
TR6306-c0_g8_i1	TR25754-c0_g1_i1	TR5192-c0_g11_i1
TR6306-c0_g2_i1	TR25754-c0_g7_i1	TR5192-c0_g12_i1
TR58224-c0_g1_i1	TR40657-c0_g1_i3	TR5195-c0_g2_i1
TR10827-c2_g2_i1	TR17722-c0_g5_i3	TR5199-c1_g1_i1
TR29744-c0_g4_i1	TR26422-c0_g3_i1	TR52-c0_g5_i3
TR8154-c0_g2_i1	TR1878-c0_g9_i1	TR5200-c0_g1_i1
TR11142-c2_g1_i1	TR7097-c0_g1_i1	TR5205-c1_g4_i1
TR57872-c9_g1_i1	TR51021-c0_g1_i1	TR5214-c3_g6_i2
TR36604-c0_g1_i1	TR11778-c0_g2_i3	TR5218-c1_g1_i1
TR40157-c1_g5_i1	TR23622-c0_g6_i1	TR5223-c1_g2_i2
TR30304-c0_g1_i1	TR41882-c0_g2_i1	TR5246-c0_g1_i1
TR31819-c1_g1_i1	TR3169-c1_g1_i1	TR525-c1_g1_i1
TR53856-c2_g1_i1	TR40847-c0_g2_i1	TR5252-c0_g1_i2
TR22079-c1_g1_i1	TR43324-c0_g4_i1	TR5264-c1_g1_i1
TR16569-c0_g6_i1	TR2532-c0_g1_i3	TR5271-c0_g1_i1
TR56755-c2_g4_i1	TR38332-c0_g1_i1	TR5293-c0_g1_i1
TR17553-c0_g1_i1	TR42003-c1_g1_i1	TR5297-c0_g6_i3
TR25808-c0_g7_i2	TR4572-c1_g1_i1	TR5306-c0_g1_i2
TR17752-c1_g1_i1	TR49099-c0_g3_i1	TR5312-c1_g3_i1
TR35323-c1_g1_i1	TR28140-c0_g4_i3	NA
TR16770-c0_g1_i1	TR8964-c0_g1_i1	TR5321-c0_g1_i1
TR18415-c0_g3_i1	TR40243-c0_g1_i1	TR5327-c0_g1_i1
TR11596-c0_g2_i2	TR45914-c0_g2_i1	TR5331-c0_g1_i1
TR11886-c4_g2_i3	TR51253-c1_g1_i2	TR5340-c3_g1_i1
TR57059-c1_g1_i1	TR22242-c0_g1_i1	TR5356-c0_g2_i1
TR43827-c0_g1_i1	TR39038-c0_g1_i1	TR536-c1_g1_i1
TR35410-c0_g1_i1	TR33495-c0_g1_i1	TR5373-c0_g1_i1
TR20445-c0_g11_i1	TR10653-c0_g1_i1	TR5390-c0_g6_i1
TR20445-c0_g6_i1	TR38159-c0_g1_i1	TR5390-c0_g8_i1
TR49914-c0_g2_i1	TR40357-c0_g2_i1	TR5395-c0_g3_i1
TR36816-c4_g3_i1	TR39074-c5_g5_i3	TR5415-c11_g3_i1
TR36816-c4_g3_i2	TR39074-c5_g5_i8	TR5415-c11_g3_i2
TR50684-c7_g5_i2	TR9472-c1_g3_i3	TR5415-c12_g2_i3
TR21386-c0_g1_i1	TR38299-c0_g2_i1	TR5415-c7_g2_i1
TR32290-c0_g3_i1	TR5512-c0_g1_i1	TR5433-c0_g1_i1
TR22636-c0_g5_i1	TR17275-c0_g2_i1	TR5446-c0_g2_i1
TR32830-c0_g5_i2	TR12789-c1_g3_i1	TR5465-c0_g1_i1
TR37100-c0_g1_i1	TR263-c0_g1_i1	TR5491-c1_g1_i1
TR61310-c0_g1_i1	TR12139-c0_g1_i1	TR5496-c0_g1_i1
TR7472-c0_g1_i1	TR25645-c0_g1_i1	TR5499-c2_g2_i1
TR22765-c0_g2_i1	TR27294-c0_g2_i1	TR5515-c0_g4_i1
TR16275-c0_g1_i3	TR12845-c1_g1_i1	TR5525-c0_g1_i1
TR47171-c4_g4_i1	TR44878-c9_g2_i1	TR553-c0_g3_i1
TR4861-c0_g4_i1	TR7391-c0_g1_i3	TR5532-c0_g2_i1
TR58131-c0_g1_i1	TR29837-c0_g2_i1	TR5546-c0_g1_i1
TR28810-c1_g2_i1	TR36962-c1_g1_i1	TR5557-c0_g1_i1
TR61637-c8_g1_i2	TR7385-c0_g2_i2	TR5560-c3_g1_i6
TR60654-c2_g1_i1	TR11763-c0_g1_i1	TR5572-c0_g2_i2
TR4152-c1_g1_i1	TR32569-c0_g1_i1	TR5575-c0_g1_i1
TR6296-c0_g1_i1	TR27542-c0_g1_i1	TR5582-c0_g1_i1
TR12960-c1_g4_i1	TR29203-c0_g7_i1	TR5587-c2_g5_i1
TR19317-c0_g2_i1	TR20648-c0_g1_i1	TR5590-c0_g1_i1
TR10506-c2_g8_i1	TR12228-c0_g3_i1	TR5595-c9_g1_i1
TR31405-c0_g5_i1	TR3807-c0_g6_i1	TR5598-c0_g1_i2
TR38798-c0_g2_i1	TR180-c0_g1_i2	TR5622-c0_g1_i1
TR19683-c0_g7_i1	TR31794-c1_g1_i2	TR563-c0_g1_i1
TR25692-c0_g5_i1	TR45084-c0_g4_i4	TR5637-c0_g7_i1
TR45270-c1_g3_i1	TR1457-c0_g2_i1	TR5651-c1_g1_i1
TR60557-c0_g2_i1	TR28971-c0_g1_i2	TR5653-c0_g2_i1
TR15105-c1_g1_i1	TR1378-c0_g1_i1	TR5659-c0_g1_i1
TR18010-c0_g4_i1	TR1378-c1_g2_i1	TR5659-c1_g5_i1
TR18010-c0_g3_i1	TR1378-c1_g1_i1	TR5659-c1_g7_i1
TR33073-c0_g1_i1	TR48714-c0_g1_i1	TR5677-c0_g1_i1
TR43854-c0_g3_i3	TR28922-c1_g1_i1	TR569-c0_g1_i1
TR2672-c0_g2_i1	TR14379-c0_g1_i1	TR570-c0_g2_i1
TR22298-c1_g5_i2	TR46492-c0_g2_i4	TR5714-c0_g1_i1
TR40155-c0_g2_i1	TR28430-c0_g1_i2	TR5721-c0_g1_i1
TR49986-c3_g1_i1	TR18003-c0_g3_i2	TR5771-c3_g2_i6
TR7831-c3_g12_i1	TR40884-c0_g5_i1	TR5771-c3_g4_i1
TR7831-c3_g3_i1	TR17151-c0_g1_i1	TR5771-c3_g4_i3
TR27155-c0_g1_i1	TR42486-c0_g1_i1	TR5785-c0_g1_i1
TR43119-c0_g1_i1	TR41938-c0_g2_i1	TR5810-c0_g2_i1
TR173-c0_g1_i1	TR40374-c2_g1_i1	TR5814-c0_g2_i1
TR1511-c0_g3_i3	TR17252-c0_g2_i1	TR5842-c1_g1_i1
TR33792-c2_g7_i1	TR24719-c0_g2_i1	TR5845-c0_g1_i1
NA	TR971-c1_g2_i1	TR5863-c0_g2_i1
TR39228-c0_g1_i1	TR3087-c0_g1_i1	TR5872-c0_g1_i1
TR5916-c1_g1_i2	TR51188-c5_g1_i3	TR5883-c0_g3_i2
TR28850-c0_g1_i1	TR32724-c0_g2_i1	TR5913-c0_g1_i1
TR14290-c0_g1_i1	TR11087-c0_g1_i1	TR5932-c2_g1_i1
TR37653-c4_g1_i2	TR46033-c0_g1_i1	TR5936-c2_g2_i1
TR58174-c0_g4_i1	TR48372-c0_g1_i1	TR5939-c0_g2_i1
TR1374-c0_g1_i1	TR17975-c0_g2_i1	TR5968-c0_g3_i1
TR20124-c0_g1_i1	TR18936-c0_g1_i1	TR5985-c0_g5_i1
TR4039-c1_g2_i1	TR13182-c1_g1_i4	TR5989-c2_g2_i2
TR47287-c0_g1_i1	TR42679-c4_g1_i2	TR60-c0_g1_i1
